"{""id"": 1357418458439417861"," ""conversation_id"": ""1357418458439417861"""," ""created_at"": ""2021-02-04 20:59:14 CET"""," ""date"": ""2021-02-04"""," ""time"": ""20:59:14"""," ""timezone"": ""+0100"""," ""user_id"": 307077615"," ""username"": ""gcfr59"""," ""name"": ""Nwabasili Onyebuchi⭕"""," ""place"": """""," ""tweet"": ""The new Police Act 2020"," allows ony for a single term of four years without extension for the IGP office.  Buhari @MBuhari should be taken to court."""," ""language"": ""en"""," ""mentions"": [{""screen_name"": ""mbuhari"""," ""name"": ""muhammadu buhari"""," ""id"": ""2936714848""}]"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/gcfr59/status/1357418458439417861"""," ""retweet"": false"," ""quote_url"": ""https://twitter.com/channelstv/status/1357394889621843968"""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1350106902651351041"," ""conversation_id"": ""1350106902651351041"""," ""created_at"": ""2021-01-15 16:45:44 CET"""," ""date"": ""2021-01-15"""," ""time"": ""16:45:44"""," ""timezone"": ""+0100"""," ""user_id"": 1148246987675963392"," ""username"": ""bluzezs"""," ""name"": ""Bluzezs ✨"""," ""place"": """""," ""tweet"": ""Buhari: Pigeons"," Fly !  Pigeons:  https://t.co/E5tgnxG0R4"""," ""language"": ""tl"""," ""mentions"": []"," ""urls"": []"," ""photos"": [""https://pbs.twimg.com/media/EryLEcWXEAMeOG_.jpg""]"," ""replies_count"": 2"," ""retweets_count"": 10"," ""likes_count"": 17"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/Bluzezs/status/1350106902651351041"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 1"," ""thumbnail"": ""https://pbs.twimg.com/media/EryLEcWXEAMeOG_.jpg"""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1350074007886954496"," ""conversation_id"": ""1350074007886954496"""," ""created_at"": ""2021-01-15 14:35:01 CET"""," ""date"": ""2021-01-15"""," ""time"": ""14:35:01"""," ""timezone"": ""+0100"""," ""user_id"": 391111321"," ""username"": ""_plice"""," ""name"": ""CHISOM"""," ""place"": """""," ""tweet"": ""Even pigeons no send Buhari  https://t.co/r7CQIXFm3W"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": [""https://pbs.twimg.com/media/ErxtIXOXEAMMAFy.jpg""]"," ""replies_count"": 0"," ""retweets_count"": 20"," ""likes_count"": 90"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/_PLICE/status/1350074007886954496"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 1"," ""thumbnail"": ""https://pbs.twimg.com/media/ErxtIXOXEAMMAFy.jpg"""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1350057596435243010"," ""conversation_id"": ""1350057596435243010"""," ""created_at"": ""2021-01-15 13:29:48 CET"""," ""date"": ""2021-01-15"""," ""time"": ""13:29:48"""," ""timezone"": ""+0100"""," ""user_id"": 236828935"," ""username"": ""joeyakan"""," ""name"": ""Joey Akan"""," ""place"": """""," ""tweet"": ""IPOB members sent their animal undercover team to embarrass Buhari. Time to launch Operation Crocodile Fly."""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 5"," ""retweets_count"": 7"," ""likes_count"": 18"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/JoeyAkan/status/1350057596435243010"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349985979206144000"," ""conversation_id"": ""1349985979206144000"""," ""created_at"": ""2021-01-15 08:45:13 CET"""," ""date"": ""2021-01-15"""," ""time"": ""08:45:13"""," ""timezone"": ""+0100"""," ""user_id"": 128238797"," ""username"": ""shol_a_"""," ""name"": ""Shola"""," ""place"": """""," ""tweet"": ""People voted for Buhari."""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/shol_A_/status/1349985979206144000"""," ""retweet"": false"," ""quote_url"": ""https://twitter.com/ImohUmoren/status/1349969775645118464"""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349917947981131776"," ""conversation_id"": ""1349843059580743682"""," ""created_at"": ""2021-01-15 04:14:53 CET"""," ""date"": ""2021-01-15"""," ""time"": ""04:14:53"""," ""timezone"": ""+0100"""," ""user_id"": 33456863"," ""username"": ""favourafolabi"""," ""name"": ""FBA!"""," ""place"": """""," ""tweet"": ""@AriyoAristotle @MrBanksOmishore @I_Am_Ilemona @MrBanksOmishore claims \""if you don't fight like He'll"," you will have no country\"" by Trump is the same as \""Blood of Baboons\"" by Buhari Seriously?   Is that the reason your Saraki joined Buhari vs GEJ at the time?"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 1"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/favourafolabi/status/1349917947981131776"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""AriyoAristotle"""," ""name"": ""Sir. Ariyo-Dare Atoye"""," ""id"": ""1261941928612057088""}"," {""screen_name"": ""MrBanksOmishore"""," ""name"": ""Bamikole Omishore (Banks)"""," ""id"": ""99818164""}"," {""screen_name"": ""I_Am_Ilemona"""," ""name"": ""20.10.2020"""," ""id"": ""1572707106""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349688955848024066"," ""conversation_id"": ""1349688955848024066"""," ""created_at"": ""2021-01-14 13:04:57 CET"""," ""date"": ""2021-01-14"""," ""time"": ""13:04:57"""," ""timezone"": ""+0100"""," ""user_id"": 70570926"," ""username"": ""obieze__"""," ""name"": ""Obieze TheRealtor Iloabachie 🤴"""," ""place"": """""," ""tweet"": ""Would you consider spending valentine here?  #Buhari #ikorodu #stingymenassociation #TrumpImpeachment #UgandaDecides  https://t.co/Onq0VcxJRz"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": [""buhari"""," ""ikorodu"""," ""stingymenassociation"""," ""trumpimpeachment"""," ""ugandadecides""]"," ""cashtags"": []"," ""link"": ""https://twitter.com/Obieze__/status/1349688955848024066"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 1"," ""thumbnail"": ""https://pbs.twimg.com/ext_tw_video_thumb/1349678997614030848/pu/img/mbDxxoY-D9tn3xvR.jpg"""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349620132310560768"," ""conversation_id"": ""1349620132310560768"""," ""created_at"": ""2021-01-14 08:31:28 CET"""," ""date"": ""2021-01-14"""," ""time"": ""08:31:28"""," ""timezone"": ""+0100"""," ""user_id"": 215343696"," ""username"": ""gifted_brain1"""," ""name"": ""Benedict Patrick"""," ""place"": """""," ""tweet"": ""No difference between Trump administration and Buhari"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/gifted_brain1/status/1349620132310560768"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349553579946872832"," ""conversation_id"": ""1349472906275934213"""," ""created_at"": ""2021-01-14 04:07:01 CET"""," ""date"": ""2021-01-14"""," ""time"": ""04:07:01"""," ""timezone"": ""+0100"""," ""user_id"": 33456863"," ""username"": ""favourafolabi"""," ""name"": ""FBA!"""," ""place"": """""," ""tweet"": ""@OvieO Should out to All Nigerian Trump Haters", at Home and in the Abroad," you all deserve Abacha and the Buhari that came after him!"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/favourafolabi/status/1349553579946872832"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""OvieO"""," ""name"": ""Ovie"""," ""id"": ""51961599""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349140758033362946"," ""conversation_id"": ""1349086927782375425"""," ""created_at"": ""2021-01-13 00:46:37 CET"""," ""date"": ""2021-01-13"""," ""time"": ""00:46:37"""," ""timezone"": ""+0100"""," ""user_id"": 33456863"," ""username"": ""favourafolabi"""," ""name"": ""FBA!"""," ""place"": """""," ""tweet"": ""@john_danfulani You deserve Buhari and Musevini since you are able to compare Trump to Hitler!"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/favourafolabi/status/1349140758033362946"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""john_danfulani"""," ""name"": ""John Danfulani"""," ""id"": ""764342549318406144""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349124782114152448"," ""conversation_id"": ""1349124782114152448"""," ""created_at"": ""2021-01-12 23:43:08 CET"""," ""date"": ""2021-01-12"""," ""time"": ""23:43:08"""," ""timezone"": ""+0100"""," ""user_id"": 1126110172307390464"," ""username"": ""sammielaolu"""," ""name"": ""Sammie ‘Laolu"""," ""place"": """""," ""tweet"": ""Well...To all August Born and Manchester United fans...Goodnight and Sleep sweet...Others...go and get your goodnight from @DannyWalta and BUHARI 🤣🤣🤣🤣🤣🤣🤣🤣"""," ""language"": ""en"""," ""mentions"": [{""screen_name"": ""dannywalta"""," ""name"": ""danny walter 👑"""," ""id"": ""1292414192809578497""}]"," ""urls"": []"," ""photos"": []"," ""replies_count"": 49"," ""retweets_count"": 31"," ""likes_count"": 139"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/SammieLaolu/status/1349124782114152448"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349114228179955724"," ""conversation_id"": ""1349095278805184512"""," ""created_at"": ""2021-01-12 23:01:11 CET"""," ""date"": ""2021-01-12"""," ""time"": ""23:01:11"""," ""timezone"": ""+0100"""," ""user_id"": 79685367"," ""username"": ""presidentnm"""," ""name"": ""Nnamdi"""," ""place"": """""," ""tweet"": ""@Derek74399105 Buhari has nothing to offer..."""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 1"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/presidentnm/status/1349114228179955724"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""Derek74399105"""," ""name"": ""🌟 🇳🇬 Elder Stateman ( MFR )"""," ""id"": ""555858404""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349101952177729541"," ""conversation_id"": ""1349099586963517446"""," ""created_at"": ""2021-01-12 22:12:25 CET"""," ""date"": ""2021-01-12"""," ""time"": ""22:12:25"""," ""timezone"": ""+0100"""," ""user_id"": 3053899512"," ""username"": ""idagwu1"""," ""name"": ""Duke of Lagos"""," ""place"": """""," ""tweet"": ""@ShehuSani Our president His Excellency Buhari"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/idagwu1/status/1349101952177729541"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""ShehuSani"""," ""name"": ""Senator Shehu Sani"""," ""id"": ""117042662""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349066489593270272"," ""conversation_id"": ""1349066489593270272"""," ""created_at"": ""2021-01-12 19:51:30 CET"""," ""date"": ""2021-01-12"""," ""time"": ""19:51:30"""," ""timezone"": ""+0100"""," ""user_id"": 235328023"," ""username"": ""seunforjesus"""," ""name"": ""Omoniyi oluwaseun🇳🇬🇳🇬🇳🇬"""," ""place"": """""," ""tweet"": ""@trolls_queen...  inside buhari train 🤔🥴🥴🥴🤔  https://t.co/zICt5jYufl"""," ""language"": ""in"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 1"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/Seunforjesus/status/1349066489593270272"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 1"," ""thumbnail"": ""https://pbs.twimg.com/ext_tw_video_thumb/1349066211305414658/pu/img/8JuGz7VKD53-cXDq.jpg"""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1349056355940888579"," ""conversation_id"": ""1348989878198034437"""," ""created_at"": ""2021-01-12 19:11:14 CET"""," ""date"": ""2021-01-12"""," ""time"": ""19:11:14"""," ""timezone"": ""+0100"""," ""user_id"": 1586888748"," ""username"": ""milahbell"""," ""name"": ""KB"""," ""place"": """""," ""tweet"": ""@buhari_fulstaer 😝"""," ""language"": ""und"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 1"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/MilahBell/status/1349056355940888579"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""buhari_fulstaer"""," ""name"": ""MAN LIKE MAIGISHIRI🔥🙌"""," ""id"": ""817537095854129152""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1348938361264893954"," ""conversation_id"": ""1348775384683311104"""," ""created_at"": ""2021-01-12 11:22:22 CET"""," ""date"": ""2021-01-12"""," ""time"": ""11:22:22"""," ""timezone"": ""+0100"""," ""user_id"": 566628903"," ""username"": ""ifeomoiyaife"""," ""name"": ""Ife Omo Iya Ife 😈"""," ""place"": """""," ""tweet"": ""@effizzzyy @Nectar_4u Most Nigerians Na hypocrites. I swear Buhari was damn right when he said Nigeria youth are lazy he was referring diz kindaof people"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/ifeomoiyaife/status/1348938361264893954"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": [{""screen_name"": ""effizzzyy"""," ""name"": ""Prom Prom🌚"""," ""id"": ""835802258""}"," {""screen_name"": ""Nectar_4u"""," ""name"": ""Nectar🌸🌻😈"""," ""id"": ""1146533371981586433""}]"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1348753255996788748"," ""conversation_id"": ""1348753255996788748"""," ""created_at"": ""2021-01-11 23:06:49 CET"""," ""date"": ""2021-01-11"""," ""time"": ""23:06:49"""," ""timezone"": ""+0100"""," ""user_id"": 1140387651335479298"," ""username"": ""skyboydannytee_"""," ""name"": ""RockStarAfrica"""," ""place"": """""," ""tweet"": ""Attention please everyone another news today Mr. @buhari said he wanted to be the C.E.O #stingymenassociationofnigeria  what do you have to say about this pls??"""," ""language"": ""en"""," ""mentions"": [{""screen_name"": ""buhari"""," ""name"": ""shakirah"""," ""id"": ""418975645""}]"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 1"," ""hashtags"": [""stingymenassociationofnigeria""]"," ""cashtags"": []"," ""link"": ""https://twitter.com/Skyboydannytee_/status/1348753255996788748"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1348704911781978116"," ""conversation_id"": ""1348704911781978116"""," ""created_at"": ""2021-01-11 19:54:43 CET"""," ""date"": ""2021-01-11"""," ""time"": ""19:54:43"""," ""timezone"": ""+0100"""," ""user_id"": 248864257"," ""username"": ""cremechic11"""," ""name"": ""A Fokken Queen 👸🏽👑"""," ""place"": """""," ""tweet"": ""You people should stop tensioning small boys on Twitter to use their last 2K to print shirt in this Buhari economy 😭😭😭😭😭"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 2"," ""retweets_count"": 3"," ""likes_count"": 9"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/cremechic11/status/1348704911781978116"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1348519138738757632"," ""conversation_id"": ""1348519138738757632"""," ""created_at"": ""2021-01-11 07:36:31 CET"""," ""date"": ""2021-01-11"""," ""time"": ""07:36:31"""," ""timezone"": ""+0100"""," ""user_id"": 634260446"," ""username"": ""tundebello96"""," ""name"": ""Bàbàtùndé"""," ""place"": """""," ""tweet"": ""There’s no way people will not protest against this Buhari government. We keep going round around in circles."""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/tundebello96/status/1348519138738757632"""," ""retweet"": false"," ""quote_url"": ""https://twitter.com/DavidoWahab/status/1348305716763893767"""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1348182578365419520"," ""conversation_id"": ""1348182578365419520"""," ""created_at"": ""2021-01-10 09:19:09 CET"""," ""date"": ""2021-01-10"""," ""time"": ""09:19:09"""," ""timezone"": ""+0100"""," ""user_id"": 76906206"," ""username"": ""zubairthedream"""," ""name"": ""Physician Zubs"""," ""place"": """""," ""tweet"": ""The problem with Buhari and his fans is this selective nitpicking. So"," you want to use American manual for arresting \""lawful\"" protesters", without considering the contexts? Kudos 👍  What manual will you use for governance, electricity, roads, healthcare," education and security?"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 0"," ""likes_count"": 0"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/Zubairthedream/status/1348182578365419520"""," ""retweet"": false"," ""quote_url"": ""https://twitter.com/ChiefOjukwu/status/1347652787199385600"""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1347928240866930691"," ""conversation_id"": ""1347928240866930691"""," ""created_at"": ""2021-01-09 16:28:30 CET"""," ""date"": ""2021-01-09"""," ""time"": ""16:28:30"""," ""timezone"": ""+0100"""," ""user_id"": 1319878940136267776"," ""username"": ""engrteg"""," ""name"": ""EngrTeg 👷"""," ""place"": """""," ""tweet"": ""If Jack can Suspend Trump account who is Buhari"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 1"," ""retweets_count"": 0"," ""likes_count"": 3"," ""hashtags"": []"," ""cashtags"": []"," ""link"": ""https://twitter.com/EngrTeg/status/1347928240866930691"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""id"": 1347877967108694018"," ""conversation_id"": ""1347877967108694018"""," ""created_at"": ""2021-01-09 13:08:44 CET"""," ""date"": ""2021-01-09"""," ""time"": ""13:08:44"""," ""timezone"": ""+0100"""," ""user_id"": 2862583888"," ""username"": ""therealagiri"""," ""name"": "".."""," ""place"": """""," ""tweet"": ""If you have been tweeting trash about how suspending Trump isn't good   Just know now I think you don't have sense.  Especially those of you that likened it to #EndSARS / Buhari Twitter censorship"""," ""language"": ""en"""," ""mentions"": []"," ""urls"": []"," ""photos"": []"," ""replies_count"": 0"," ""retweets_count"": 1"," ""likes_count"": 2"," ""hashtags"": [""endsars""]"," ""cashtags"": []"," ""link"": ""https://twitter.com/therealAGIRI/status/1347877967108694018"""," ""retweet"": false"," ""quote_url"": """""," ""video"": 0"," ""thumbnail"": """""," ""near"": """""," ""geo"": ""6.45506",3.39418,"5km"""," ""source"": """""," ""user_rt_id"": """""," ""user_rt"": """""," ""retweet_id"": """""," ""reply_to"": []"," ""retweet_date"": """""," ""translate"": """""," ""trans_src"": """""," ""trans_dest"": """"}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
